respondent_id,wave,source_file,region,age,gender,acorn_group
fy26_cnourishing_solid_body_oil_stick_r0021,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0022,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0023,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0024,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0025,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0026,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0027,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0028,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0029,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0030,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0031,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0032,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0033,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0034,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0035,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0036,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0037,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0038,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0039,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0040,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0041,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0042,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0043,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0044,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0045,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0046,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0047,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0048,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0049,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0050,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0051,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0052,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cnourishing_solid_body_oil_stick_r0053,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0000,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0001,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0002,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0003,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0004,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0005,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0006,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0007,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0008,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0009,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0010,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0011,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0012,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0013,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0014,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0015,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0016,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0017,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0018,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0019,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0020,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0021,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0022,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0023,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0024,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0025,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0026,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0027,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0028,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0029,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0030,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0031,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0032,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0033,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0034,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0035,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0036,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0037,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0038,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0039,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0040,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0041,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0042,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0043,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0044,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0045,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0046,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0047,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0048,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0049,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0050,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0051,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0052,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0053,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0054,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_sensitive_skin_body_wash_r0055,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0000,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0001,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0002,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0003,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0004,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0005,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0006,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0007,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0008,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0009,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0010,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0011,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0012,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0013,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0014,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0015,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0016,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0017,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0018,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0019,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0020,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0021,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0022,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0023,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0024,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0025,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0026,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0027,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0028,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0029,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0030,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0031,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0032,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0033,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0034,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0035,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0036,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0037,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0038,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0039,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0040,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0041,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0042,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0043,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0044,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0045,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0046,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0047,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0048,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0049,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0050,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0051,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0052,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0053,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cph_v_friendly_scent_sitive_bath_bomb_r0054,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0000,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0001,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0002,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0003,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0004,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0005,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0006,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0007,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0008,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0009,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0010,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0011,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0012,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0013,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0014,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0015,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0016,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0017,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0018,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0019,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0020,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0021,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0022,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0023,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0024,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0025,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0026,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0027,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0028,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0030,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0031,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0032,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0033,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0034,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0035,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0036,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0037,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0038,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0039,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0040,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0041,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0042,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0043,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0044,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0045,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0046,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0047,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0048,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0049,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0050,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0051,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0052,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
fy26_cskin_benefit_scrub_collection_x3_r0053,FY26,Witty Optimist_S&G FY26 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0000,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0001,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0002,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0003,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0004,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0005,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0006,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0008,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0009,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0010,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0011,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0012,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0013,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0014,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0015,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0016,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
jan24_cgirls_night_out_concept_range_likes_and_dislike_r0017,Jan24,Witty Optimist_S&G Jan'24 Verbatims V2.xlsx,UK,,,
