Market,Sentiment,Concept,Verbatim,Period
UK,Likes,Skin Benefit Scrub Collection X3,Nice,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Really convenient easy to use,FY26
UK,Likes,Skin Benefit Scrub Collection X3,The words used to describe the scent of the product.,FY26
UK,Likes,Skin Benefit Scrub Collection X3,The overall idea,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I like the information provided,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I like that it has different products for different skin types.,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Fun,FY26
UK,Likes,Skin Benefit Scrub Collection X3,It seems new and different,FY26
UK,Likes,Skin Benefit Scrub Collection X3,That its all natural,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Benefits,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Three scrubs that target different problems,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Purifying skin and vegan,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I like thay theres 3 products that each cater to a different skin type and all include natural ingredients,FY26
UK,Likes,Skin Benefit Scrub Collection X3,It’s good for the skin,FY26
UK,Likes,Skin Benefit Scrub Collection X3,It's for sensitive skin.,FY26
UK,Likes,Skin Benefit Scrub Collection X3,The fact that it repairs skin conditions,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I liked it all,FY26
UK,Likes,Skin Benefit Scrub Collection X3,"Convenient, portable, effective.",FY26
UK,Likes,Skin Benefit Scrub Collection X3,Everything,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Purifying,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Suitable for all skin types,FY26
UK,Likes,Skin Benefit Scrub Collection X3,New product,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Kind with skin,FY26
UK,Likes,Skin Benefit Scrub Collection X3,ingredients,FY26
UK,Likes,Skin Benefit Scrub Collection X3,natural products friendly to planet,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Appeals to all my needs,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I just love soap and glory products,FY26
UK,Likes,Skin Benefit Scrub Collection X3,i like that its non harsh particles,FY26
UK,Likes,Skin Benefit Scrub Collection X3,I like body scrubs,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Vegan free,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Thé benefits and range of conditions it covers,FY26
UK,Likes,Skin Benefit Scrub Collection X3,"Different products for different skin types. Vegan, skin friendly and natural ingredients.",FY26
UK,Likes,Skin Benefit Scrub Collection X3,Tailored to different skin types. Vegan. Kind to skin.,FY26
UK,Likes,Skin Benefit Scrub Collection X3,Looks nice,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,No,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,A little too much text,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,I prefer liquid,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,"Sorry, i thought the last round of questions was for the bar. I think the sativa oil is  likely unnecessary and likely included just to create buzz",FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,Chunky,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,It’s a soap bar,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,"Again, the right side is so busy and has too much going on.",FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,Images are inconsistent and generic,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,I don't usually use soap bars so I probably would not use this,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,"I don’t like the bumps sticking out, they look like it might hurt when you wash with it.",FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,"I do not like soap bars in general, mainly because of the mess and the way they make my skin feel.",FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,Too much going on with the description,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,I don’t like bar soap,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,I wish it addressed potentially helping KP,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,Too much writing,FY26
US,Dislikes,Exfoliationg Body Scrub And Massage Bar,i dont know,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Concerned it would make my skin oily,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,No,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,It looks not useful to my life currently and there is too much text,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Nothing,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Results uncertain,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,the whole idea of sitting in this mess turns me off,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Part of the experience is lotion is the soft hands from the rubbing,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,None of the claims are verifiable,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,I don’t like the stick concept,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Coconut scent,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,nothing,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Seems cheap,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Seems to be aimed at pregnancy,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,It seems like several other products,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,Cost probably would be an issue.,FY26
US,Dislikes,Nourishing Solid Body Oil Stick,it looks nice,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Wonder if it would be scratchy,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,No,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Its just not for me,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It just seems to be an average product now days.,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Im not big on bath bombs,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It has too much text,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,...,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,soaking body in product is not for me,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Just picky humans,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Didn’t catch my eye,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I wish there was more about the different scents available,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The almost naked woman was off putting,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I don’t like bath bombs,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"The right side is way to busy, it has too much going on.",FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Too small to read,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I am not a bath person so this is not something I would use,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Ad is a bit wordy,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nothing,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Not sure of the price,FY26
US,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,nothing,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Way too cluttered and doesnt catch my interest,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Not tested on animals just picky humans!,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,It is fruity,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Doesn’t show the product itself,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Bar of soap. Doubt wont be harsh to skin,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,"Again, I don’t like how busy the right side is",FY26
US,Dislikes,Ph Sensitive Skin Body Wash,The ad itself,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,I don't like sticks.,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Nothing,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,Portrays like a healthy product but sometimes that is not true.,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,The cost probably would be a problem.,FY26
US,Dislikes,Ph Sensitive Skin Body Wash,i dont know,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Bolder letters,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,It just seems to be another average body scrub.,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Nothing,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,May take a while to work,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Nothin i didnt like,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Nothing about scents,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,I feel like sativa oil was used just to interest people who wouldnt otherwise care. Im skeptikal of actual benefits.,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,There's a tub marked Rituals and not Soap and Glory,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,nothing,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,The pictures are generic and inconsistent,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Really the only thing I did not like is the attachment itself. It did not look that professional in my opinion.,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Too much going on,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,nothing i like it,FY26
US,Dislikes,Skin Benefit Scrub Collection X3,Looks to be pricey if I had to guess.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,A new scent,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like what this product is for.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Skin product,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Good,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like that it’s vegan friendly and the benefits it offers for dry skin,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I liked the nautral ingedients,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Soft aloe,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,That it is nourishing,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It's vegan and it's kind to all skin types it's made with bamboo powders,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,That it’s natural and environmentally friendly.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like the bar idea.  I like the ingredients,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,The add looks nice and informative,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,100% vegan,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"exfoliating, quality ingredients",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,All of it,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Massage,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Kind to skin,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,The different scents,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,easy to use and understand. would smell great,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Vegan,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like the idea of a exfoliating bar soap.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Everything about this product,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Loved it,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Fragrances,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,no animals products,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"the fragrance, that its vegan, that it exfoliates, gentle on skin",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,i love everything about it. you don't need a loofa you can just use the bar to effoliate,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Everything,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"Vegan based, better for the environment",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,High end,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It's interesting,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"Vegan, exfoliating",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,]quick in shower use,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,All natural soap bar exfoliation,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It exfoliates your skin,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,floral and fruity,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like how descriptive the ad is.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,The style and what it does,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I kike that its sugary fkavotd,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like hypoallergenic products and bars,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It makes it easy to exfoliate while in the shower or bath,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like that it is made with natural botanical materials.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like the pink and I like the pictures,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Indulgent,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"I like that it won't leave skin feeling gross like a regular soap bar would, and I like that it exfoliates the way I would need it to.",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It looks very soothing,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Gentle and vegan,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,That it is 100% vegan.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Love this want to try it,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like it all,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Dermatologist recommend,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It is very pleasant to view and informative,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,"It exfoliates and smells nice. At least, that’s what’s being advertised.",FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Its very good and very cheap,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Healthy,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,That its vegan.,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I like that it’s in a bar form,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,It gives you smooth glowing sling without scrubbing,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,its good for skin,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I liked the photos,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,Exfoliation and moisture in one,FY26
US,Likes,Exfoliationg Body Scrub And Massage Bar,I dont know,FY26
US,Likes,Nourishing Solid Body Oil Stick,Using it on stretch marks and pregnancy,FY26
US,Likes,Nourishing Solid Body Oil Stick,Skin product,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that you can carry it on the go and all the nourishing facts it does,FY26
US,Likes,Nourishing Solid Body Oil Stick,The natural ingredients,FY26
US,Likes,Nourishing Solid Body Oil Stick,Everything aloe softness,FY26
US,Likes,Nourishing Solid Body Oil Stick,Safe for all skin types,FY26
US,Likes,Nourishing Solid Body Oil Stick,That it's not made with any nasties and it's made with vitamin E and rosehip oil as well as it has a fragrance.,FY26
US,Likes,Nourishing Solid Body Oil Stick,It’s pretty and looks informative,FY26
US,Likes,Nourishing Solid Body Oil Stick,The color,FY26
US,Likes,Nourishing Solid Body Oil Stick,"Stick oil formula, easy to apply, no mess or rubbing in",FY26
US,Likes,Nourishing Solid Body Oil Stick,All of it,FY26
US,Likes,Nourishing Solid Body Oil Stick,Vegan and easy,FY26
US,Likes,Nourishing Solid Body Oil Stick,Vegan,FY26
US,Likes,Nourishing Solid Body Oil Stick,rosehip oil,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like the description.,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that the moisture goes deep,FY26
US,Likes,Nourishing Solid Body Oil Stick,The new look the price,FY26
US,Likes,Nourishing Solid Body Oil Stick,I loved it,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like the formula and that it is in a stik format so that I can take it with me whereever I go and have the convenience of using the stick and not getting my hands greasy.,FY26
US,Likes,Nourishing Solid Body Oil Stick,No mess. Can just rub it on. Others can run it on without awkwardness,FY26
US,Likes,Nourishing Solid Body Oil Stick,I LOVE THE WHOLE CONCEPT GLOW AND SOFTEN AND A STICK,FY26
US,Likes,Nourishing Solid Body Oil Stick,Everything,FY26
US,Likes,Nourishing Solid Body Oil Stick,It provides basic care and is good for the planet,FY26
US,Likes,Nourishing Solid Body Oil Stick,"Informative, lots of facts",FY26
US,Likes,Nourishing Solid Body Oil Stick,Low waste,FY26
US,Likes,Nourishing Solid Body Oil Stick,I liked that pregnant woman can use it,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like the ease of use,FY26
US,Likes,Nourishing Solid Body Oil Stick,Soap bar gets lessen stretch marks,FY26
US,Likes,Nourishing Solid Body Oil Stick,The fragrance,FY26
US,Likes,Nourishing Solid Body Oil Stick,the roll on,FY26
US,Likes,Nourishing Solid Body Oil Stick,Moisturizing,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that it is a soft food flavors,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that it’s dermatologist approved,FY26
US,Likes,Nourishing Solid Body Oil Stick,Its something I've never seen before,FY26
US,Likes,Nourishing Solid Body Oil Stick,love the packaging and fonts,FY26
US,Likes,Nourishing Solid Body Oil Stick,my skin gets very dry at times. so i would love this,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that it is vegan and made with natural ingredients.,FY26
US,Likes,Nourishing Solid Body Oil Stick,I love Soap and Glory,FY26
US,Likes,Nourishing Solid Body Oil Stick,Accuracy,FY26
US,Likes,Nourishing Solid Body Oil Stick,Nothing,FY26
US,Likes,Nourishing Solid Body Oil Stick,Bullet points,FY26
US,Likes,Nourishing Solid Body Oil Stick,It looks like its spa quality,FY26
US,Likes,Nourishing Solid Body Oil Stick,This seems to be nourishing and gentle to dry skin,FY26
US,Likes,Nourishing Solid Body Oil Stick,New way to apply product.,FY26
US,Likes,Nourishing Solid Body Oil Stick,That it’s dermatology approved.,FY26
US,Likes,Nourishing Solid Body Oil Stick,I love it I want it,FY26
US,Likes,Nourishing Solid Body Oil Stick,Good for all types of skin,FY26
US,Likes,Nourishing Solid Body Oil Stick,It nourishes the skin,FY26
US,Likes,Nourishing Solid Body Oil Stick,Elements,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like that it’s a lotion alternative,FY26
US,Likes,Nourishing Solid Body Oil Stick,Has vitamin E and rosehip oil,FY26
US,Likes,Nourishing Solid Body Oil Stick,I liked the coloring of this product’s advertisement,FY26
US,Likes,Nourishing Solid Body Oil Stick,Looks like it provides good moisture.,FY26
US,Likes,Nourishing Solid Body Oil Stick,Delivers Moisture instantly,FY26
US,Likes,Nourishing Solid Body Oil Stick,It looks nice,FY26
US,Likes,Nourishing Solid Body Oil Stick,I like the benefits and the ingredients,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Trying a new skin regimen,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Beauty products,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Gentle on your skin and 100 percent vegan,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It is natural,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Looks soft,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,That it specifically states it’s ‘V’ friendly.,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I like the concept and some people will find this appealing,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It’s pretty and looks informative,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,100® vegan,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I like that it is supposed to be ph balanced, gentle, and vegan",FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,No irritation,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,easy to understand and it sounds luxueious,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,chamomile,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Luxurious fragrance,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Not tested on animals,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I like that is highly fragranced, leaves skin smooth and smelling great. I like that it is ph balanced and will not cause irritation.",FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I liked that. It emphasized the gentleness and that it’s vegan.,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I like the scent notes and that this a product designed for women and our specific needs.  I like that this uses natual ingredients.,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I liked that it is not irritating to sensitive areas,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Anything that takes into account vagina health while bathing is great. And I love bath bombs.,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,i loved the whole concept a bath balm that does not mess up your ph,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The description was very appealing,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The fact that it's V safe,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Good for sensitive skin,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It’s a bath bomb,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,How eye catching it is,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,That it’s hypoallergenic,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Natural ingredients,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I liked the flavor scents of it,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The colors and vegan,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,That it's sensitive,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"the font, colors, photos",FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,love a good bathbomb. love the scents and what it does for the skin,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I like that the ingredients are made to be gentle.,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I like the pink, it looks relaxing",FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I like that it isnt irritating, and I like the ingredients in it.",FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Relaxing product,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nice,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,It made me want it,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,No harsh chemicals used,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Vegan,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,xdfgdfh,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The bath bomb makes you smell good,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I love the images,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Great concept,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Its very good and very important,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Healthy,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Its vegan,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I like the idea that it’s pH balanced and won’t lead to irritation,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,gentle on skin,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Has vitamin E nit tested on animal,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The photos,FY26
US,Likes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I like the ingredients and that it’s 100% vegan,FY26
US,Likes,Ph Sensitive Skin Body Wash,I could use this product,FY26
US,Likes,Ph Sensitive Skin Body Wash,Good ingredients,FY26
US,Likes,Ph Sensitive Skin Body Wash,Good,FY26
US,Likes,Ph Sensitive Skin Body Wash,Gentle aloe,FY26
US,Likes,Ph Sensitive Skin Body Wash,That it's made from aloe,FY26
US,Likes,Ph Sensitive Skin Body Wash,The ingredients,FY26
US,Likes,Ph Sensitive Skin Body Wash,The list of items in it is small.,FY26
US,Likes,Ph Sensitive Skin Body Wash,That it’s vegan and made from natural ingredients.,FY26
US,Likes,Ph Sensitive Skin Body Wash,Everything,FY26
US,Likes,Ph Sensitive Skin Body Wash,All of it,FY26
US,Likes,Ph Sensitive Skin Body Wash,"Not tested on animals, additives for the skin needs",FY26
US,Likes,Ph Sensitive Skin Body Wash,Gentle,FY26
US,Likes,Ph Sensitive Skin Body Wash,The description,FY26
US,Likes,Ph Sensitive Skin Body Wash,I love the original pink. Pink is my favorite color.,FY26
US,Likes,Ph Sensitive Skin Body Wash,I lime that it contains aloe and is vegan.,FY26
US,Likes,Ph Sensitive Skin Body Wash,"Vegan, specific uses",FY26
US,Likes,Ph Sensitive Skin Body Wash,Does not irritate sensitive skin,FY26
US,Likes,Ph Sensitive Skin Body Wash,It is comprised of natural ingredients and is safe for sensitive skin and offers a thorough and comprehensive clean,FY26
US,Likes,Ph Sensitive Skin Body Wash,I like trying new and improved chemicals,FY26
US,Likes,Ph Sensitive Skin Body Wash,I liked the scent notes and that this is a natural product.  I like that it is designed for womens specific needs.,FY26
US,Likes,Ph Sensitive Skin Body Wash,I’m very excited any anything for sensitive skin. And the scent sounds nice.,FY26
US,Likes,Ph Sensitive Skin Body Wash,i like that it's not tested on animals,FY26
US,Likes,Ph Sensitive Skin Body Wash,that it has aloe vera and oatmeal in it.  its for sensitive skin.,FY26
US,Likes,Ph Sensitive Skin Body Wash,There is no irritation and it’s gentle,FY26
US,Likes,Ph Sensitive Skin Body Wash,Effective,FY26
US,Likes,Ph Sensitive Skin Body Wash,Natural fruit,FY26
US,Likes,Ph Sensitive Skin Body Wash,How new and inventive it is,FY26
US,Likes,Ph Sensitive Skin Body Wash,Organic suitable all skin types,FY26
US,Likes,Ph Sensitive Skin Body Wash,floral,FY26
US,Likes,Ph Sensitive Skin Body Wash,"Again, I liked how descriptive the ad is.",FY26
US,Likes,Ph Sensitive Skin Body Wash,"I like the layout,the product itself and what it does",FY26
US,Likes,Ph Sensitive Skin Body Wash,Vegan all skin types,FY26
US,Likes,Ph Sensitive Skin Body Wash,That it's moisturizing,FY26
US,Likes,Ph Sensitive Skin Body Wash,Like the scent and that it’s hypoallergenic,FY26
US,Likes,Ph Sensitive Skin Body Wash,"I like the colors used, I like that the ingredients are listed. I like very much that it uses nice scents and natural products.",FY26
US,Likes,Ph Sensitive Skin Body Wash,It assures body area is covered.,FY26
US,Likes,Ph Sensitive Skin Body Wash,Nothing,FY26
US,Likes,Ph Sensitive Skin Body Wash,Safe,FY26
US,Likes,Ph Sensitive Skin Body Wash,This seems like it won't irritate skin,FY26
US,Likes,Ph Sensitive Skin Body Wash,Gentle and vegan,FY26
US,Likes,Ph Sensitive Skin Body Wash,It looks like it smells good.,FY26
US,Likes,Ph Sensitive Skin Body Wash,cgfhfh,FY26
US,Likes,Ph Sensitive Skin Body Wash,Good for sensitive skin.,FY26
